Posted On,BHK,Rent,Size,Offered Floor,Total Floors,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent per Sq M,Avg Rent in Locality
2022-05-23,1,6000,600,4,4,Super Area,Doddabidarakallu,Bangalore,Unfurnished,Bachelors,1,Contact Owner,10.0,6000.0
2022-05-06,2,15000,920,4,5,Super Area,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.3,22750.0
2022-05-30,1,8200,750,3,4,Super Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,10.93,8400.0
2022-05-23,1,8000,400,3,3,Super Area,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,20.0,13000.0
2022-05-25,1,6500,700,1,1,Super Area,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,9.29,8833.33
2022-05-18,2,16000,850,1,2,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,18.82,20333.33
2022-05-30,1,8500,600,2,2,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,14.17,17125.0
2022-05-23,1,4000,250,1,2,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,16.0,10000.0
2022-05-23,1,5000,400,2,2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,12.5,6500.0
2022-05-23,1,9000,350,3,3,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,25.71,11142.86
2022-05-05,4,14000,1000,1,4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.0,12772.73
2022-05-23,2,12000,1200,1,5,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,10.0,10000.0
2022-05-01,2,10000,925,3,5,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,10.81,13507.54
2022-05-27,2,12000,600,1,4,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,20.0,10333.33
2022-05-16,1,7000,450,3,4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,15.56,12772.73
2022-05-27,1,4000,100,3,3,Super Area,"Itc Colony, Maruthi Sevanagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,40.0,4000.0
2022-05-14,1,8500,700,2,3,Super Area,Amrutahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.14,13750.0
2022-05-05,2,11000,800,1,1,Super Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,13.75,18666.67
2022-05-05,3,42000,1880,14,15,Super Area,whitefield,Bangalore,Semi-Furnished,Family,2,Contact Owner,22.34,22166.67
2022-05-27,2,9000,875,1,1,Super Area,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.29,9000.0
2022-05-05,3,22000,1200,3,4,Super Area,Annapurneshwari Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,18.33,20000.0
2022-05-23,2,19000,1250,3,4,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15.2,13507.54
2022-05-05,2,18000,1100,3,4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.36,12736.84
2022-05-05,1,6000,400,2,3,Super Area,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,15.0,8000.0
2022-05-27,2,22000,850,1,4,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,25.88,17200.0
2022-05-27,2,17000,1020,3,5,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.67,14437.5
2022-05-19,2,22000,1250,1,2,Super Area,Kammanahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner,17.6,24000.0
2022-05-05,3,24000,1400,3,4,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,17.14,24300.0
2022-05-05,1,12000,600,2,3,Super Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,20.0,26000.0
2022-05-23,1,5000,300,1,3,Super Area,Basaveshvara Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,16.67,29000.0
2022-05-23,1,6000,400,2,3,Super Area,"Vyalikaval, Malleshwaram",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,15.0,6000.0
2022-05-14,1,11000,450,4,4,Super Area,Rajamahal Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,24.44,11000.0
2022-05-22,2,20000,1180,2,4,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.95,12785.71
2022-05-23,2,14000,800,1,2,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,17.5,10000.0
2022-05-10,2,18000,1800,2,3,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.0,16125.0
2022-05-23,1,8000,500,2,3,Super Area,Frazer Town,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,16.0,45250.0
2022-05-23,2,11000,1200,1,2,Super Area,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.17,11000.0
2022-04-28,3,25000,1260,1,2,Super Area,Vijaya Bank Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,19.84,25000.0
2022-04-28,2,15000,1200,2,3,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.5,20333.33
2022-04-30,3,22000,1450,1,4,Super Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,15.17,24300.0
2022-04-30,2,15000,1250,2,4,Super Area,"Dinnur, Hebbal",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.0,15000.0
2022-04-29,2,23000,1066,4,4,Super Area,Manayata Tech Park,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,21.58,23000.0
2022-04-29,2,12000,1400,3,4,Super Area,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,8.57,12000.0
2022-04-29,1,10000,750,3,5,Super Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,13.33,22166.67
2022-04-28,2,8000,600,3,3,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.33,12772.73
2022-04-28,1,6000,600,3,4,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,10.0,7875.0
2022-04-29,2,12000,600,1,2,Super Area,Vijay Enclave,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,20.0,12000.0
2022-04-28,1,15000,700,3,4,Super Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,21.43,13500.0
2022-04-29,3,25000,900,1,1,Super Area,Kalyan Nagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,27.78,25000.0
2022-04-29,2,12000,750,2,3,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,16.0,15166.67
2022-04-30,1,8500,500,2,2,Super Area,"Rmv Extension, Armane Nagar",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,17.0,8500.0
2022-04-29,2,13000,1000,1,3,Super Area,"Jayanti Nagar, Hormavu",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.0,13000.0
2022-04-29,1,9000,500,4,4,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,18.0,19681.82
2022-04-29,2,11000,1100,1,2,Super Area,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.0,13000.0
2022-04-29,2,18000,1250,2,4,Super Area,"Devarachikannahalli, Begur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.4,18000.0
2022-04-29,2,15000,1000,2,4,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15.0,19681.82
2022-04-30,2,12000,850,1,2,Super Area,Choodasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.12,9000.0
2022-04-29,2,25000,1350,13,13,Super Area,Doddaballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18.52,25000.0
2022-04-29,2,16000,1200,3,4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.33,15900.0
2022-04-29,1,7500,460,4,4,Super Area,Singahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,16.3,7500.0
2022-04-29,2,18000,850,4,4,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,21.18,14750.0
2022-04-27,3,30000,1875,3,4,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.0,20333.33
2022-04-29,2,20000,300,2,3,Super Area,Nagarathpete,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,66.67,20000.0
2022-04-28,1,6500,300,3,3,Super Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,21.67,45136.36
2022-04-29,2,7500,1100,1,3,Super Area,"Vinayak Nagar, Kattigenahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,6.82,7500.0
2022-04-27,1,12000,600,2,2,Super Area,Wilson Garden,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,20.0,12000.0
2022-04-29,2,16000,1150,4,5,Super Area,Nri Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,13.91,13250.0
2022-04-29,2,25000,1305,2,8,Super Area,Jakkur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,19.16,30000.0
2022-04-29,1,8500,600,4,5,Super Area,Sahakara Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,14.17,14250.0
2022-04-28,3,20000,1200,1,1,Carpet Area,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,16.67,15166.67
2022-04-28,1,14000,750,4,4,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,18.67,17200.0
2022-04-28,2,20000,1150,3,4,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,17.39,17200.0
2022-04-28,1,7000,400,3,7,Carpet Area,Gunjur,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,17.5,7000.0
2022-04-29,4,42500,1760,2,4,Carpet Area,Sun City Layout,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner,24.15,27750.0
2022-04-29,1,7700,600,2,2,Carpet Area,Sir M V Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.83,7700.0
2022-04-29,2,15000,900,2,3,Carpet Area,"Venkatpura, HSR Layout",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,16.67,15000.0
2022-04-27,1,4750,200,2,3,Carpet Area,"Chamundeshwari Layout, Arakere",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,23.75,8375.0
2022-04-27,1,12000,500,3,5,Carpet Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,24.0,15166.67
2022-06-24,2,14000,800,2,3,Super Area,"Keshav Puram, Tri Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,17.5,14000.0
2022-06-30,1,20000,200,1,2,Super Area,Hauz Khas,Delhi,Furnished,Bachelors,1,Contact Owner,100.0,20000.0
2022-06-27,2,16000,100,3,4,Super Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors,2,Contact Owner,160.0,21666.67
2022-06-08,3,18000,800,3,3,Super Area,Hari Nagar Ashram,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,22.5,12000.0
2022-06-17,1,9500,600,3,4,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,15.83,14892.86
2022-06-08,1,10000,450,4,4,Super Area,Rohini Sector 18,Delhi,Unfurnished,Bachelors,1,Contact Owner,22.22,12450.0
2022-06-04,1,4500,240,2,2,Super Area,Dilshad Colony,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,18.75,4500.0
2022-06-09,3,35000,1100,2,3,Super Area,Kalkaji Extension,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,31.82,35000.0
2022-06-04,2,20500,900,1,9,Super Area,"IGNOU Road, Saket",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,22.78,16750.0
2022-06-04,1,5000,180,1,3,Super Area,Mukherjee Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,27.78,15000.0
2022-06-22,2,2000,60,1,2,Super Area,Ram Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,33.33,6000.0
2022-06-17,1,12500,200,3,4,Super Area,Kamla Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,62.5,37500.0
2022-06-04,1,35000,300,4,5,Super Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,116.67,35666.67
2022-06-04,2,24000,150,2,2,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,160.0,23450.0
2022-06-29,2,21000,110,3,3,Super Area,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,190.91,60500.0
2022-06-18,2,20000,400,4,3,Super Area,"Kasturba Niketan, Lajpat Nagar 2",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,50.0,20000.0
2022-06-29,2,5000,500,2,3,Super Area,Sangam Vihar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,10.0,4500.0
2022-06-08,1,6000,400,1,1,Super Area,"Qutub Vihar, Dwarka",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,15.0,6000.0
2022-06-29,2,18500,1000,4,4,Super Area,"Kotla Mubarakpur, South Extension",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,18.5,18500.0
2022-06-10,4,200000,2300,1,2,Super Area,Shanti Niketan,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,86.96,200000.0
2022-06-20,2,17000,500,2,3,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,34.0,22375.0
2022-06-16,3,20000,1300,2,4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,15.38,14892.86
2022-06-20,3,30000,2000,8,10,Super Area,"Ashoka Enclave Apartment, Dwarka Sector 11",Delhi,Semi-Furnished,Family,2,Contact Owner,15.0,30000.0
2022-06-30,3,19500,125,2,4,Super Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,2,Contact Owner,156.0,12187.5
2022-06-18,3,25000,2000,2,3,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,3,Contact Agent,12.5,27500.0
2022-06-18,4,40000,2400,4,5,Super Area,Preet Vihar,Delhi,Unfurnished,Bachelors,3,Contact Agent,16.67,38500.0
2022-06-18,2,30000,1800,1,2,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,16.67,27500.0
2022-06-18,3,29000,1800,1,3,Super Area,Mausam Vihar,Delhi,Unfurnished,Family,3,Contact Agent,16.11,29500.0
2022-06-18,3,35000,2200,3,4,Super Area,"Nirman Vihar, Preet Vihar",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,15.91,30000.0
2022-06-08,4,17401,650,4,5,Super Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2,Contact Owner,26.77,14300.33
2022-06-18,2,14000,100,3,4,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,140.0,16000.0
2022-06-20,3,30000,1600,7,10,Super Area,"Highland Tower, Dwarka Sector 12",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,18.75,30000.0
2022-06-07,4,30000,1800,7,8,Super Area,Dwarka Sector 22,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,16.67,30000.0
2022-06-30,2,14500,1400,4,4,Super Area,Dilshad Garden,Delhi,Unfurnished,Bachelors,1,Contact Owner,10.36,14500.0
2022-06-13,1,14000,850,3,4,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,16.47,23450.0
2022-06-30,1,10000,50,4,4,Super Area,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner,200.0,9000.0
2022-06-26,2,6000,450,2,3,Super Area,north chajjupur shahdara,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,13.33,6000.0
2022-06-07,2,20000,1000,3,4,Super Area,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,20.0,20000.0
2022-06-28,2,9300,500,3,4,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,18.6,10884.21
2022-06-15,2,13500,700,2,2,Super Area,Shakarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,19.29,11750.0
2022-06-13,1,19000,545,3,3,Super Area,Dwarka,Delhi,Furnished,Bachelors/Family,1,Contact Owner,34.86,16000.0
2022-06-16,1,12000,600,3,4,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner,20.0,21666.67
2022-06-30,2,15000,75,4,4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,200.0,14892.86
2022-06-02,1,6500,500,3,4,Super Area,Falt,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,13.0,6500.0
2022-06-08,2,9000,480,2,4,Super Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,18.75,11500.0
2022-06-04,2,22000,1000,5,5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,22.0,52090.91
2022-06-30,3,90000,1872,2,5,Super Area,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,48.08,147500.0
2022-06-19,1,4000,90,1,2,Super Area,Gopalpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,44.44,4000.0
2022-06-04,2,12000,1000,2,4,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,12.0,10884.21
2022-06-03,1,6500,300,3,4,Super Area,"Tagore Garden, Rajouri Garden, Najafgarh Road",Delhi,Furnished,Bachelors/Family,1,Contact Owner,21.67,6500.0
2022-06-30,2,7500,410,3,4,Super Area,Ghitorni,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,18.29,11166.67
2022-06-08,2,20000,800,3,5,Super Area,Janakpuri,Delhi,Furnished,Bachelors/Family,1,Contact Owner,25.0,26625.0
2022-06-22,3,12000,700,2,3,Super Area,"Indraprastha Extension, Patparganj",Delhi,Furnished,Bachelors/Family,2,Contact Owner,17.14,12333.33
2022-06-30,2,40000,1125,1,2,Super Area,Krishna Park,Delhi,Furnished,Bachelors/Family,2,Contact Owner,35.56,40000.0
2022-06-30,2,8000,600,5,5,Super Area,Rohini Sector 7,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,13.33,15000.0
2022-06-30,3,250000,2000,4,6,Super Area,Defence Colony,Delhi,Furnished,Bachelors/Family,3,Contact Owner,125.0,138750.0
2022-06-12,1,14000,100,3,4,Super Area,Chittaranjan Park,Delhi,Furnished,Bachelors/Family,1,Contact Agent,140.0,29000.0
2022-06-12,2,22000,100,2,2,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,220.0,21666.67
2022-06-12,1,21000,100,1,1,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,210.0,29000.0
2022-06-23,1,15000,70,3,3,Super Area,DS 19,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,214.29,18700.0
2022-06-27,3,150000,300,2,3,Super Area,Panchsheel Park,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,500.0,150000.0
2022-06-24,1,11000,450,4,4,Super Area,"Manak Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,1,Contact Owner,24.44,11000.0
2022-06-23,3,16000,1000,2,4,Super Area,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,16.0,14200.0
2022-06-04,1,3500,25,4,4,Super Area,Burari,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,140.0,6333.33
2022-06-04,3,13000,70,1,4,Super Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,185.71,12750.0
2022-06-28,2,32000,1150,2,4,Super Area,Shalimar bagh,Delhi,Unfurnished,Bachelors,2,Contact Owner,27.83,30750.0
2022-06-08,2,7000,350,3,4,Super Area,Raj Nagar 2,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,20.0,7500.0
2022-06-20,2,10000,700,1,1,Super Area,Sarojini Nagar,Delhi,Unfurnished,Bachelors,1,Contact Owner,14.29,10000.0
2022-06-01,3,27000,1200,10,11,Super Area,DS 19,Delhi,Semi-Furnished,Family,2,Contact Owner,22.5,18700.0
2022-06-27,1,15000,350,2,3,Super Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,42.86,20700.0
2022-06-23,1,17000,550,3,4,Super Area,"DDA Rose Apartments, Dwarka Sector 18B",Delhi,Furnished,Bachelors/Family,1,Contact Owner,30.91,17000.0
2022-06-08,3,15000,900,2,3,Super Area,Narela,Delhi,Furnished,Bachelors/Family,3,Contact Owner,16.67,15000.0
2022-06-16,1,6000,25,5,6,Super Area,Hari Nagar Ashram,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,240.0,12000.0
2022-06-13,2,31000,1200,4,4,Super Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,25.83,27562.5
2022-06-04,2,9000,700,5,5,Super Area,Sant Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.86,9000.0
2022-06-26,3,80000,1800,2,3,Carpet Area,South Extension 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,44.44,75666.67
2022-06-08,1,9500,400,3,4,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,23.75,9600.0
2022-06-08,3,14000,600,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,3,Contact Agent,23.33,11423.08
2022-06-12,4,90000,2000,1,4,Carpet Area,Vasant Kunj,Delhi,Unfurnished,Bachelors,4,Contact Agent,45.0,52090.91
2022-06-20,3,90000,2500,2,3,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,36.0,115000.0
2022-06-06,1,22000,720,3,4,Carpet Area,Shakti Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,30.56,22000.0
2022-06-04,2,12000,400,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,30.0,11423.08
2022-06-05,2,11000,450,2,4,Carpet Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,1,Contact Owner,24.44,12187.5
2022-06-25,3,60000,2500,3,3,Carpet Area,Saket,Delhi,Unfurnished,Bachelors,3,Contact Agent,24.0,32041.67
2022-06-12,2,12000,750,2,3,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,16.0,14200.0
2022-06-30,3,14000,1100,1,3,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,12.73,14200.0
2022-06-08,1,14900,450,1,5,Carpet Area,Rohini Sector 18,Delhi,Furnished,Bachelors/Family,1,Contact Owner,33.11,12450.0
2022-06-17,1,7000,350,3,4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,20.0,10884.21
2022-06-04,2,13500,623,3,3,Carpet Area,"Ganesh Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,21.67,8500.0
2022-06-16,3,95000,2400,4,4,Carpet Area,Greater Kailash 2,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,39.58,77500.0
2022-06-30,2,9000,445,4,5,Carpet Area,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,20.22,8750.0
2022-06-24,1,13000,550,2,4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,23.64,32041.67
2022-06-07,1,11500,450,4,4,Carpet Area,"Bhogal, Jangpura",Delhi,Semi-Furnished,Bachelors,1,Contact Owner,25.56,11500.0
2022-06-20,2,15500,600,2,4,Carpet Area,dwarka sector 8 Raj Nagar extension part 2,Delhi,Unfurnished,Bachelors,2,Contact Owner,25.83,15500.0
2022-06-08,3,35000,170,4,5,Carpet Area,"Chitra Vihar, Swasthya Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,205.88,35000.0
2022-06-21,3,50000,1250,3,4,Carpet Area,Chittaranjan Park Block B,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,40.0,50000.0
2022-06-12,2,25000,100,3,4,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,2,Contact Owner,250.0,30000.0
2022-06-22,2,30000,700,3,4,Carpet Area,Vasant Kunj Sector B,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,42.86,30000.0
2022-06-27,1,5500,50,2,4,Carpet Area,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,110.0,7250.0
2022-06-28,2,6000,300,4,4,Carpet Area,Jhangir Puri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,20.0,6000.0
2022-06-02,3,25000,450,2,3,Carpet Area,Gandhi Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,55.56,25000.0
2022-06-12,3,36000,892,3,4,Carpet Area,Gautam Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,40.36,51333.33
2022-06-29,3,45000,100,2,2,Carpet Area,"Mandakini Enclave, Alaknanda",Delhi,Unfurnished,Bachelors,2,Contact Owner,450.0,45000.0
2022-06-12,1,8000,200,4,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,40.0,11423.08
2022-06-16,3,36000,1500,3,3,Carpet Area,"Mahendru Enclave, Model Town",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,24.0,36000.0
2022-06-12,2,14000,600,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,23.33,11423.08
2022-06-14,1,7500,225,1,2,Carpet Area,Kapi Bagan Basti,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,33.33,7500.0
